#AC.SeqVer.	EntryVer.	Ver.Date	Taxid	Description
CP010089.1	1	20141219	29338	Bacillus thuringiensis serovar galleriae strain HD-29
CM000756.1	1	20090531	527030	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1
AE017355.1	11	20140515	281309	Bacillus thuringiensis serovar konkukian str. 97-27
CP010005.1	1	20150211	29339	Bacillus thuringiensis serovar kurstaki strain HD 1
CP004069.1	6	20140515	1279365	Bacillus thuringiensis serovar kurstaki str. HD73
CP004870.1	2	20150326	1261129	Bacillus thuringiensis serovar kurstaki str. HD-1
CM000751.1	1	20090531	527023	Bacillus thuringiensis serovar kurstaki str. T03a001
CP004858.1	3	20150326	570416	Bacillus thuringiensis serovar kurstaki str. YBT-1520
CP007607.1	1	20140905	570416	Bacillus thuringiensis serovar kurstaki str. YBT-1520
CM000752.1	1	20090531	527022	Bacillus thuringiensis serovar monterrey BGSC 4AJ1
CP010577.1	1	20150307	1441	Bacillus thuringiensis serovar morrisoni strain BGSC 4AA1
CM000750.1	1	20090531	527027	Bacillus thuringiensis serovar pakistani str. T13001
CM000755.1	1	20090531	527029	Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1
CM000757.1	1	20090531	527028	Bacillus thuringiensis serovar pulsiensis BGSC 4CC1
CM000749.1	1	20090531	527026	Bacillus thuringiensis serovar sotto str. T04001
CP004123.1	4	20140516	1286404	Bacillus thuringiensis serovar thuringiensis str. IS5056
CM000748.1	1	20090531	527025	Bacillus thuringiensis serovar thuringiensis str. T01001
CM000746.1	1	20090531	527024	Bacillus thuringiensis serovar tochigiensis BGSC 4Y1
CP000485.1	9	20140515	412694	Bacillus thuringiensis str. Al Hakam
CP006863.1	3	20140102	1415784	Bacillus toyonensis BCT-7112
CP009746.1	1	20141114	86662	Bacillus weihenstephanensis strain WSBC 10204
CP000903.1	5	20131212	315730	Bacillus weihenstephanensis KBAB4
FQ312005.1	4	20150321	862908	Bacteriovorax marinus SJ
CP006772.1	6	20140501	1400053	Bacteroidales bacterium CF
CP007619.1	1	20140807	357276	Bacteroides dorei isolate HS1_L_1_B_010
CP008741.1	1	20140807	357276	Bacteroides dorei isolate HS1_L_3_B_079
CP011073.1	1	20150402	817	Bacteroides fragilis strain BOB25
FQ312004.1	3	20150227	862962	Bacteroides fragilis 638R
CR626927.1	8	20150206	272559	Bacteroides fragilis NCTC 9343
AP006841.1	8	20080118	295405	Bacteroides fragilis YCH46
CP002352.1	4	20140109	693979	Bacteroides helcogenes P 36-108
CP002530.1	5	20150109	667015	Bacteroides salanitronis DSM 18170
AE015928.1	11	20140515	226186	Bacteroides thetaiotaomicron VPI-5482
CP000139.1	4	20140515	435590	Bacteroides vulgatus ATCC 8482
FP929033.1	4	20150227	657309	Bacteroides xylanisolvens XB1A draft
CP007034.1	5	20140613	880074	Barnesiella viscericola DSM 18177
CP003123.1	5	20140516	1094489	Bartonella australis Aust/NH1
CP000524.1	5	20140515	360095	Bartonella bacilliformis KC583
FN645454.1	4	20150227	56426	Bartonella clarridgeiae strain 73
CP001562.1	5	20140515	634504	Bartonella grahamii as4aup
HG965802.1	2	20150227	38323	Bartonella henselae strain BM1374163
HG969191.1	2	20150227	38323	Bartonella henselae strain BM1374165
BX897699.1	6	20150227	38323	Bartonella henselae strain Houston-1
CP003784.1	4	20140515	1225179	Bartonella quintana RM-11
BX897700.1	7	20150227	283165	Bartonella quintana str. Toulouse
HG969192.1	2	20150227	85701	Bartonella tribocorum main chromosome strain BM1374166
AM260525.1	6	20150227	382640	Bartonella tribocorum CIP 105476
CP003124.1	5	20140516	1094497	Bartonella vinsonii subsp. berkhoffii str. Winnie
CP007656.1	2	20140518	959	Bdellovibrio bacteriovorus strain 109J
BX842601.2	6	20150227	264462	Bdellovibrio bacteriovorus HD100
CP002930.1	4	20140516	1069642	Bdellovibrio bacteriovorus str. Tiberius
CP002190.1	2	20141002	765869	Bdellovibrio bacteriovorus W
CP003537.1	4	20140516	1184267	Bdellovibrio exovorus JSS
CP001016.1	5	20140515	395963	Beijerinckia indica subsp. indica ATCC 9039
CP003281.1	3	20150109	866536	Belliella baltica DSM 15883
CP004348.1	3	20140217	543913	Beta proteobacterium CB
CP001618.1	6	20140515	471853	Beutenbergia cavernae DSM 12333
CP006954.1	4	20141002	1263829	Bibersteinia trehalosi USDA-ARS-USMARC-188
CP006955.1	4	20141002	1263831	Bibersteinia trehalosi USDA-ARS-USMARC-189
CP006956.1	4	20141002	1263832	Bibersteinia trehalosi USDA-ARS-USMARC-190
CP003745.1	2	20130419	1171377	Bibersteinia trehalosi USDA-ARS-USMARC-192
CP007443.1	2	20140912	1680	Bifidobacterium adolescentis strain 22L
CP010437.1	1	20150115	1680	Bifidobacterium adolescentis strain BBMN23
AP009256.1	7	20120813	367928	Bifidobacterium adolescentis ATCC 15703
AP012322.1	1	20150402	518635	Bifidobacterium angulatum DSM 20098 = JCM 7096
CP010433.1	1	20150113	28025	Bifidobacterium animalis strain A6
CP002567.1	5	20140515	703613	Bifidobacterium animalis subsp. animalis ATCC 25527
CP009045.1	1	20150115	302911	Bifidobacterium animalis subsp. lactis strain BF052
CP001213.1	5	20140515	442563	Bifidobacterium animalis subsp. lactis AD011
CP003497.1	4	20140515	1168290	Bifidobacterium animalis subsp. lactis B420
CP001853.1	6	20140515	552531	Bifidobacterium animalis subsp. lactis BB-12
CP003498.1	4	20140515	742729	Bifidobacterium animalis subsp. lactis Bi-07
CP004053.1	2	20140501	1281781	Bifidobacterium animalis subsp. lactis Bl12
CP001515.1	6	20140515	580050	Bifidobacterium animalis subsp. lactis Bl-04
CP003039.2	7	20140516	1075106	Bifidobacterium animalis subsp. lactis BLC1
CP002915.1	6	20140516	1042403	Bifidobacterium animalis subsp. lactis CNCM I-2494
CP001606.1	5	20150219	555970	Bifidobacterium animalis subsp. lactis DSM 10140
CP007522.1	1	20150108	1316911	Bifidobacterium animalis subsp. lactis KLDS2.0603
CP001892.1	6	20140515	573236	Bifidobacterium animalis subsp. lactis V9
CP003325.1	5	20140515	1147128	Bifidobacterium asteroides PRL2011
AP012323.1	1	20150402	500634	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456
CP001361.1	6	20140515	484020	Bifidobacterium bifidum BGN4
CP001840.1	6	20140515	702459	Bifidobacterium bifidum PRL2010
CP002220.1	5	20140515	883062	Bifidobacterium bifidum S17
CP006711.1	3	20141002	1385938	Bifidobacterium breve 12L
CP006715.1	3	20141002	1385942	Bifidobacterium breve 689b
CP002743.1	4	20131216	866777	Bifidobacterium breve ACS-071-V-Sch8b
AP012324.1	1	20150402	518634	Bifidobacterium breve DSM 20213 = JCM 1192
CP006712.1	3	20141002	1385939	Bifidobacterium breve JCM 7017
CP006713.1	3	20141002	1385940	Bifidobacterium breve JCM 7019
CP006714.1	3	20141002	1385941	Bifidobacterium breve NCFB 2258
CP006716.1	3	20141002	936351	Bifidobacterium breve S27
CP000303.1	6	20140515	326426	Bifidobacterium breve UCC2003
AP012325.1	1	20150402	566552	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
CP007287.1	3	20141205	1687	Bifidobacterium coryneforme strain LMG18911
CP001750.1	5	20140515	401473	Bifidobacterium dentium Bd1
AP012326.1	1	20150218	1150423	Bifidobacterium dentium JCM 1195 = DSM 20436
CP006018.1	3	20141205	1341694	Bifidobacterium indicum LMG 11587 = DSM 20214
AP012327.1	1	20150218	1150460	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
CP007456.1	2	20150314	1447716	Bifidobacterium kashiwanohense PV20-2
AP014658.1	2	20150204	216816	Bifidobacterium longum DNA strain: 105-A
CP008885.1	1	20140731	216816	Bifidobacterium longum strain BXY01
CP000605.1	4	20140515	205913	Bifidobacterium longum DJO10A
AE014295.3	6	20140202	206672	Bifidobacterium longum NCC2705
AP010890.1	1	20110131	565040	Bifidobacterium longum subsp. infantis 157F
AP010889.1	2	20110408	391904	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
CP001095.1	4	20140515	391904	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088
CP002286.1	6	20140515	890402	Bifidobacterium longum subsp. longum BBMN68
FP929034.1	4	20150227	722911	Bifidobacterium longum subsp. longum F8 draft
CP006741.1	1	20141106	1300227	Bifidobacterium longum subsp. longum GT15
AP010888.1	1	20110131	565042	Bifidobacterium longum subsp. longum JCM 1217
CP002010.1	5	20140515	759350	Bifidobacterium longum subsp. longum JDM301
CP002794.1	3	20140202	1035817	Bifidobacterium longum subsp. longum KACC 91563
AP012330.1	1	20150402	547043	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505
CP007457.1	2	20150314	1447715	Bifidobacterium pseudolongum PV8-2
AP012331.1	1	20150218	1150461	Bifidobacterium scardovii JCM 12489 = DSM 13734
CP004346.1	6	20140515	1254439	Bifidobacterium thermophilum RBL67
FO117623.1	3	20150227	1146883	Blastococcus saxobsidens DD2
CP003015.1	5	20140501	1075399	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu
CP003535.1	5	20140516	1186051	Blattabacterium sp. (Blaberus giganteus)
CP003605.1	7	20150115	1072467	Blattabacterium sp. (Blatta orientalis) str. Tarazona
CP001487.1	6	20150115	331104	Blattabacterium sp. (Blattella germanica) str. Bge
CP003000.1	2	20140204	1074889	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR
CP005488.1	2	20140501	1316444	Blattabacterium sp. (Nauphoeta cinerea)
AP012548.1	2	20141005	1229512	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA
CP001429.2	9	20140515	600809	Blattabacterium sp. (Periplaneta americana) str. BPLAN
CP010049.1	1	20150421	1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757
CP010048.1	1	20150421	1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675
AM167904.1	13	20150206	360910	Bordetella avium 197N
AP014582.1	3	20140520	518	Bordetella bronchiseptica DNA strain: S798
BX470250.1	7	20150206	518	Bordetella bronchiseptica strain RB50
HE965806.1	3	20150227	568707	Bordetella bronchiseptica 253
HE965807.1	3	20150227	1208658	Bordetella bronchiseptica MO149
CP007495.1	1	20141012	1172205	Bordetella holmesii 44057
CP007494.1	3	20140515	1247649	Bordetella holmesii ATCC 51541
BX470249.1	8	20150206	257311	Bordetella parapertussis 12822
HE965803.1	3	20150227	1208660	Bordetella parapertussis Bpp5
BX470248.1	7	20150206	520	Bordetella pertussis strain Tohama I
CP010323.1	2	20150225	1403053	Bordetella pertussis 137
HE965805.1	3	20150227	568706	Bordetella pertussis 18323
CP009751.1	1	20141114	743277	Bordetella pertussis B1917
CP009752.1	1	20141114	743278	Bordetella pertussis B1920
CP002695.1	6	20140515	1017264	Bordetella pertussis CS
AM902716.1	4	20150227	94624	Bordetella petrii strain DSM 12804
CP003882.1	5	20140515	1239934	Borrelia afzelii HLJ01
CP009058.1	1	20150417	411555	Borrelia afzelii K78
CP000395.1	5	20140501	390236	Borrelia afzelii PKo
CP002933.1	5	20140516	390236	Borrelia afzelii PKo
CP009212.1	1	20140819	1398490	Borrelia afzelii Tom3107
CP005829.1	2	20141002	1313293	Borrelia anserina BA2
CP000013.1	6	20140131	290434	Borrelia garinii PBi
CP002746.1	6	20140516	521010	Borrelia bissettii DN127
CP009656.1	1	20141029	139	Borrelia burgdorferi strain B31
AE000783.1	7	20140515	224326	Borrelia burgdorferi B31
CP005925.1	3	20140516	1328311	Borrelia burgdorferi CA382
CP002312.1	6	20140516	521008	Borrelia burgdorferi JD1
CP002228.1	3	20140204	521007	Borrelia burgdorferi N40
CP001205.1	7	20140515	445985	Borrelia burgdorferi ZS7
CP009910.1	2	20150225	1245910	Borrelia chilensis strain VA1
CP005745.1	2	20141002	1313292	Borrelia coriaceae Co53
CP004267.1	2	20141002	1293575	Borrelia crocidurae DOU
CP003426.1	6	20140516	1155096	Borrelia crocidurae str. Achema
CP000976.1	5	20140515	412419	Borrelia duttonii Ly
CP003151.1	5	20140515	1081646	Borrelia garinii BgVir chromosome linear
CP003866.1	6	20140515	1234596	Borrelia garinii NMJW1
CP007564.1	1	20140516	1421551	Borrelia garinii SZ
CP000048.1	5	20150213	314723	Borrelia hermsii HS1
CP005680.1	4	20141002	1313291	Borrelia hermsii MTW
CP005706.1	4	20141002	1313295	Borrelia hermsii YBT
CP004146.1	2	20141002	1293576	Borrelia hermsii YOR
CP010308.1	1	20141224	47466	Borrelia miyamotoi strain CT14D4
CP004217.1	2	20141002	1292392	Borrelia miyamotoi FR64b
CP006647.2	5	20141223	1302858	Borrelia miyamotoi LB-2001
CP007022.1	5	20140515	1435045	Borrelia parkeri HR1
CP005851.1	2	20141002	1313294	Borrelia parkeri SLO
CP000993.1	2	20081126	412418	Borrelia recurrentis A1
CP000049.1	7	20140515	314724	Borrelia turicatae 91E135
CP009117.1	1	20140815	1398491	Borrelia valaisiana Tom4006
CP001643.1	3	20140516	446465	Brachybacterium faecium DSM 4810
CP001357.1	4	20140515	565034	Brachyspira hyodysenteriae WA1
CP002874.1	4	20140515	1045858	Brachyspira intermedia PWS/A
CP001959.1	7	20140501	526224	Brachyspira murdochii DSM 12563
CP002025.1	4	20140515	759914	Brachyspira pilosicoli 95/1000
CP003490.1	4	20140515	1133568	Brachyspira pilosicoli B2904
CP002873.1	6	20140515	1042417	Brachyspira pilosicoli P43/6/78
HE793032.1	2	20150227	1161918	Brachyspira pilosicoli WesB
AP014685.1	1	20150416	1355477	Bradyrhizobium diazoefficiens DNA, strain: NK6
BA000040.2	9	20101223	224911	Bradyrhizobium diazoefficiens USDA 110
CP010313.1	2	20150225	375	Bradyrhizobium japonicum strain E109
AP012206.1	3	20130106	1037409	Bradyrhizobium japonicum USDA 6
AP012603.1	2	20141005	1245469	Bradyrhizobium oligotrophicum S58
CP000494.1	8	20140515	288000	Bradyrhizobium sp. BTAi1
CU234118.1	6	20150227	114615	Bradyrhizobium sp. ORS 278
AP012279.1	2	20130926	335659	Bradyrhizobium sp. S23321
AP008955.1	3	20090508	358681	Brevibacillus brevis NBRC 100599
CP007806.1	1	20140723	1042163	Brevibacillus laterosporus LMG 15441
CP002102.1	4	20140501	633149	Brevundimonas subvibrioides ATCC 15264
AM040264.1	4	20150227	359391	Brucella abortus 2308 chromosome I strain 2308
AM040265.1	5	20150227	359391	Brucella abortus 2308 chromosome II 
CP003176.1	5	20140515	1104320	Brucella abortus A13334 chromosome 1
CP003177.1	5	20140515	1104320	Brucella abortus A13334 chromosome 2
AE017223.1	5	20140515	262698	Brucella abortus bv. 1 str. 9-941 chromosome I
AE017224.1	5	20140515	262698	Brucella abortus bv. 1 str. 9-941 chromosome II
CP000887.1	6	20140516	430066	Brucella abortus S19 chromosome 1
CP000888.1	5	20140516	430066	Brucella abortus S19 chromosome 2
CP000872.1	7	20140516	483179	Brucella canis ATCC 23365 chromosome I
CP000873.1	7	20140516	483179	Brucella canis ATCC 23365 chromosome II
CP003174.1	6	20140515	1104321	Brucella canis HSK A52141 chromosome 1
CP003175.1	6	20140515	1104321	Brucella canis HSK A52141 chromosome 2
CP001488.1	7	20140516	546272	Brucella melitensis ATCC 23457 chromosome I
CP001489.1	5	20140516	546272	Brucella melitensis ATCC 23457 chromosome II
AE008917.1	8	20140515	224914	Brucella melitensis bv. 1 str. 16M chromosome I
AE008918.1	7	20140515	224914	Brucella melitensis bv. 1 str. 16M chromosome II
CP001851.1	5	20140515	703352	Brucella melitensis M5-90 chromosome I
CP002459.1	5	20140515	941967	Brucella melitensis M28 chromosome 1
CP002931.1	5	20140515	1029825	Brucella melitensis NI chromosome I
CP002932.1	6	20140515	1029825	Brucella melitensis NI chromosome II
CP001578.1	5	20140515	568815	Brucella microti CCM 4915 chromosome 1
CP001579.1	5	20140515	568815	Brucella microti CCM 4915 chromosome 2
CP000708.1	5	20140515	444178	Brucella ovis ATCC 25840 chromosome I
CP000709.1	5	20140515	444178	Brucella ovis ATCC 25840 chromosome II
AE014291.4	8	20140515	204722	Brucella suis 1330 chromosome I
AE014292.2	7	20140515	204722	Brucella suis 1330 chromosome II
CP000911.1	5	20140516	470137	Brucella suis ATCC 23445 chromosome I
CP000912.1	6	20140516	470137	Brucella suis ATCC 23445 chromosome II
CP003128.1	4	20140102	1112912	Brucella suis VBI22 chromosome I
CP003129.1	4	20140102	1112912	Brucella suis VBI22 chromosome II
CP001817.1	5	20140515	261317	Buchnera aphidicola (Cinara tujafilina)
CP000263.1	6	20140515	372461	Buchnera aphidicola BCc, str. Cc (Cinara cedri)
CP001161.1	6	20140515	563178	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)
CP002645.1	4	20140516	1005090	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)
BA000003.2	5	20090424	107806	Buchnera aphidicola str. APS (Acyrthosiphon pisum)
AE016826.1	9	20140515	224915	Buchnera aphidicola str. Bp (Baizongia pistaciae)
CP002703.1	3	20140605	1009859	Buchnera aphidicola str. F009 (Myzus persicae)
CP002701.1	3	20140605	1009858	Buchnera aphidicola str. G002 (Myzus persicae)
CP002303.1	6	20140516	713600	Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)
CP002302.1	4	20140516	713601	Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)
CP002300.1	5	20140516	713603	Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)
AE013218.1	7	20140515	198804	Buchnera aphidicola str. Sg (Schizaphis graminum)
CP002301.1	5	20140516	713602	Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)
CP001158.1	6	20140515	561501	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)
CP002648.1	4	20140516	1005057	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)
CP002697.1	3	20140605	1009856	Buchnera aphidicola str. USDA (Myzus persicae)
CP002699.1	3	20140605	1009857	Buchnera aphidicola str. W106 (Myzus persicae)
CP000440.1	8	20140515	339670	Burkholderia ambifaria AMMD chromosome 1
CP000441.1	9	20140515	339670	Burkholderia ambifaria AMMD chromosome 2
CP000442.1	7	20140515	339670	Burkholderia ambifaria AMMD chromosome 3
CP001025.1	7	20140515	398577	Burkholderia ambifaria MC40-6 chromosome 1
CP001026.1	4	20140515	398577	Burkholderia ambifaria MC40-6 chromosome 2
CP001027.1	4	20140515	398577	Burkholderia ambifaria MC40-6 chromosome 3
CP000378.1	8	20140515	331271	Burkholderia cenocepacia AU 1054 chromosome 1
CP000379.1	9	20140515	331271	Burkholderia cenocepacia AU 1054 chromosome 2
CP000380.1	8	20140515	331271	Burkholderia cenocepacia AU 1054 chromosome 3
HG938370.1	4	20150416	1055524	Burkholderia cenocepacia H111 chromosome 1
HG938371.2	6	20150416	1055524	Burkholderia cenocepacia H111 chromosome 2
HG938372.1	4	20150416	1055524	Burkholderia cenocepacia H111 chromosome 3
CP000458.1	6	20131212	331272	Burkholderia cenocepacia HI2424 chromosome 1
CP000459.1	7	20131212	331272	Burkholderia cenocepacia HI2424 chromosome 2
CP000460.1	5	20131212	331272	Burkholderia cenocepacia HI2424 chromosome 3
AM747720.1	8	20150206	216591	Burkholderia cenocepacia J2315 chromosome 1
AM747721.1	10	20150206	216591	Burkholderia cenocepacia J2315 chromosome 2
AM747722.1	8	20150206	216591	Burkholderia cenocepacia J2315 chromosome 3
CP000958.1	6	20140515	406425	Burkholderia cenocepacia MC0-3 chromosome 1
CP000959.1	4	20140515	406425	Burkholderia cenocepacia MC0-3 chromosome 2
CP000960.1	4	20140515	406425	Burkholderia cenocepacia MC0-3 chromosome 3
CP011301.1	1	20150422	292	Burkholderia cepacia strain LO6
CP002599.1	5	20140515	999541	Burkholderia gladioli BSR3 chromosome 1
CP001503.2	5	20140515	626418	Burkholderia glumae BGR1 chromosome 1
CP001504.2	5	20140515	626418	Burkholderia glumae BGR1 chromosome 2
CP000151.1	7	20140515	482957	Burkholderia lata chromosome 1
CP000152.1	9	20140515	482957	Burkholderia lata chromosome 2
CP000150.1	8	20140515	482957	Burkholderia lata chromosome 3
CP000010.1	10	20140515	243160	Burkholderia mallei ATCC 23344 chromosome 1
CP000011.2	10	20140515	243160	Burkholderia mallei ATCC 23344 chromosome 2
CP000545.1	9	20140515	412022	Burkholderia mallei NCTC 10229 chromosome I
CP000546.1	8	20140515	412022	Burkholderia mallei NCTC 10229 chromosome II
CP000547.1	8	20140515	320389	Burkholderia mallei NCTC 10247 chromosome I
CP000548.1	7	20140515	320389	Burkholderia mallei NCTC 10247 chromosome II
CP000525.1	7	20140515	320388	Burkholderia mallei SAVP1 chromosome I
CP000526.1	6	20140515	320388	Burkholderia mallei SAVP1 chromosome II
AP009385.1	3	20101223	395019	Burkholderia multivorans ATCC 17616 chromosome 1
AP009386.1	4	20130313	395019	Burkholderia multivorans ATCC 17616 chromosome 2
AP009387.1	2	20101223	395019	Burkholderia multivorans ATCC 17616 chromosome 3
CP000868.1	4	20131212	395019	Burkholderia multivorans ATCC 17616 chromosome 1
CP000869.1	2	20131212	395019	Burkholderia multivorans ATCC 17616 chromosome 2
CP000870.1	2	20131212	395019	Burkholderia multivorans ATCC 17616 chromosome 3
CP001043.1	4	20140515	391038	Burkholderia phymatum STM815 chromosome 1
CP001044.1	4	20140515	391038	Burkholderia phymatum STM815 chromosome 2
CP001052.1	6	20140515	398527	Burkholderia phytofirmans PsJN chromosome 1
CP001053.1	6	20140515	398527	Burkholderia phytofirmans PsJN chromosome 2
CP009585.1	1	20150322	28450	Burkholderia pseudomallei strain BEJ chromosome I
