"Species_Metadata","MDS_V1","MDS_V2","Description","Bacteria","Target","Phyla","Class","Min_Distance","Min_Name","Groups","Min_Groups"
"Anaeromyxobacter_sp._Proteobacteria_Deltaproteobacteria_Other",-5.34836934906178,3.17571370573545,"Anaeromyxobacter_sp._Proteobacteria_Deltaproteobacteria_Other","A. sp.","Other","Proteobacteria","Deltaproteobacteria",29.60457,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Deltaproteobacteria (N=46)"
"Anaplasma_centrale_Proteobacteria_Alphaproteobacteria_Other",9.29485779157903,19.5332467012167,"Anaplasma_centrale_Proteobacteria_Alphaproteobacteria_Other","A. centrale","Other","Proteobacteria","Alphaproteobacteria",46.07594,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Anaplasma_marginale_Proteobacteria_Alphaproteobacteria_Other",9.24736646781889,19.4606949985611,"Anaplasma_marginale_Proteobacteria_Alphaproteobacteria_Other","A. marginale","Other","Proteobacteria","Alphaproteobacteria",45.86668,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Anaplasma_phagocytophilum_Proteobacteria_Alphaproteobacteria_Other",9.23820749675491,19.4440232254215,"Anaplasma_phagocytophilum_Proteobacteria_Alphaproteobacteria_Other","A. phagocytophilum","Other","Proteobacteria","Alphaproteobacteria",45.83126,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Anoxybacillus_flavithermus_Firmicutes_Bacilli_Other",-10.2646627734873,2.96678029665377,"Anoxybacillus_flavithermus_Firmicutes_Bacilli_Other","A. flavithermus","Other","Firmicutes","Bacilli",8.27681,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Arcanobacterium_haemolyticum_Actinobacteria_Actinomycetales_Other",-14.7491778222365,-13.2708469923995,"Arcanobacterium_haemolyticum_Actinobacteria_Actinomycetales_Other","A. haemolyticum","Other","Actinobacteria","Actinomycetales",21.0468,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arcobacter_butzleri_Proteobacteria_Epsilonproteobacteria_Other",1.5705308131477,0.347211011914528,"Arcobacter_butzleri_Proteobacteria_Epsilonproteobacteria_Other","A. butzleri","Other","Proteobacteria","Epsilonproteobacteria",40.03327,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Arcobacter_nitrofigilis_Proteobacteria_Epsilonproteobacteria_Other",1.5889930531472,0.322905281521601,"Arcobacter_nitrofigilis_Proteobacteria_Epsilonproteobacteria_Other","A. nitrofigilis","Other","Proteobacteria","Epsilonproteobacteria",40.29369,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Arcobacter_sp._Proteobacteria_Epsilonproteobacteria_Other",1.55566279138123,0.367137973410605,"Arcobacter_sp._Proteobacteria_Epsilonproteobacteria_Other","A. sp.","Other","Proteobacteria","Epsilonproteobacteria",39.81972,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Epsilonproteobacteria","Epsilonproteobacteria (N=37)"
"Aromatoleum_aromaticum_Proteobacteria_Betaproteobacteria_Other",18.2940098392828,-6.66943602360134,"Aromatoleum_aromaticum_Proteobacteria_Betaproteobacteria_Other","A. aromaticum","Other","Proteobacteria","Betaproteobacteria",22.12508,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Arthrobacter_arilaitensis_Actinobacteria_Micrococcales_Other",-14.2725693028001,-12.6083879049864,"Arthrobacter_arilaitensis_Actinobacteria_Micrococcales_Other","A. arilaitensis","Other","Actinobacteria","Micrococcales",19.96115,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arthrobacter_aurescens_Actinobacteria_Micrococcales_Other",-14.2300191557032,-12.5617625553298,"Arthrobacter_aurescens_Actinobacteria_Micrococcales_Other","A. aurescens","Other","Actinobacteria","Micrococcales",19.29519,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arthrobacter_chlorophenolicus_Actinobacteria_Micrococcales_Other",-14.2435680633029,-12.5809027904174,"Arthrobacter_chlorophenolicus_Actinobacteria_Micrococcales_Other","A. chlorophenolicus","Other","Actinobacteria","Micrococcales",19.32942,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arthrobacter_phenanthrenivorans_Actinobacteria_Micrococcales_Other",-14.2602253507385,-12.604468680057,"Arthrobacter_phenanthrenivorans_Actinobacteria_Micrococcales_Other","A. phenanthrenivorans","Other","Actinobacteria","Micrococcales",19.37169,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arthrobacter_sp._Actinobacteria_Micrococcales_Other",-14.2112030461606,-12.5344772091275,"Arthrobacter_sp._Actinobacteria_Micrococcales_Other","A. sp.","Other","Actinobacteria","Micrococcales",19.25575,"Mycobacterium_smegmatis_Actinobacteria_Corynebacteriales_Structural","Actinobacteria","Actinobacteria (N=193)"
"Arthrospira_platensis_Cyanobacteria_Oscillatoriophycideae_Other",-7.71676787651879,-2.00269221474351,"Arthrospira_platensis_Cyanobacteria_Oscillatoriophycideae_Other","A. platensis","Other","Cyanobacteria","Oscillatoriophycideae",28.72239,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Arthrospira_sp._Cyanobacteria_Oscillatoriophycideae_Other",-7.70241734138989,-1.98812521336028,"Arthrospira_sp._Cyanobacteria_Oscillatoriophycideae_Other","A. sp.","Other","Cyanobacteria","Oscillatoriophycideae",28.63426,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Others","Others"
"Aster_yellows_Tenericutes_Mollicutes_Other",-9.37785385320555,3.63567990725542,"Aster_yellows_Tenericutes_Mollicutes_Other","A. yellows","Other","Tenericutes","Mollicutes",28.17188,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Others","Others"
"Asticcacaulis_excentricus_Proteobacteria_Alphaproteobacteria_Other",8.9459956539373,20.7320255503072,"Asticcacaulis_excentricus_Proteobacteria_Alphaproteobacteria_Other","A. excentricus","Other","Proteobacteria","Alphaproteobacteria",38.8329,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Atopobium_parvulum_Actinobacteria_Coriobacteriia_Other",-9.62076755080472,-3.54706686683324,"Atopobium_parvulum_Actinobacteria_Coriobacteriia_Other","A. parvulum","Other","Actinobacteria","Coriobacteriia",29.63808,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Actinobacteria","Actinobacteria (N=193)"
"Azoarcus_sp._Proteobacteria_Betaproteobacteria_Other",18.0795189329187,-6.53841750858153,"Azoarcus_sp._Proteobacteria_Betaproteobacteria_Other","A. sp.","Other","Proteobacteria","Betaproteobacteria",21.77302,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Betaproteobacteria","Betaproteobacteria (N=85)"
"Azorhizobium_caulinodans_Proteobacteria_Alphaproteobacteria_Other",8.72966472833902,20.3909317841475,"Azorhizobium_caulinodans_Proteobacteria_Alphaproteobacteria_Other","A. caulinodans","Other","Proteobacteria","Alphaproteobacteria",36.60396,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Azospirillum_brasilense_Proteobacteria_Alphaproteobacteria_Other",9.24026048407152,17.4082133319547,"Azospirillum_brasilense_Proteobacteria_Alphaproteobacteria_Other","A. brasilense","Other","Proteobacteria","Alphaproteobacteria",33.2404,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Azotobacter_chroococcum_Proteobacteria_Gammaproteobacteria_Other",18.530634679835,-6.88788138111846,"Azotobacter_chroococcum_Proteobacteria_Gammaproteobacteria_Other","A. chroococcum","Other","Proteobacteria","Gammaproteobacteria",1.88666,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Azotobacter_vinelandii_Proteobacteria_Gammaproteobacteria_Other",18.4657106718549,-6.84721202824015,"Azotobacter_vinelandii_Proteobacteria_Gammaproteobacteria_Other","A. vinelandii","Other","Proteobacteria","Gammaproteobacteria",2.01951,"Pseudomonas_aeruginosa_Proteobacteria_Gammaproteobacteria_Structural","Gammaproteobacteria","Gammaproteobacteria (N=268)"
"Bacillus_amyloliquefaciens_Firmicutes_Bacilli_Other",-10.6894609440667,3.01653441440682,"Bacillus_amyloliquefaciens_Firmicutes_Bacilli_Other","B. amyloliquefaciens","Other","Firmicutes","Bacilli",7.48522,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_anthracis_Firmicutes_Bacilli_Other",-10.5658326275861,3.00358239711398,"Bacillus_anthracis_Firmicutes_Bacilli_Other","B. anthracis","Other","Firmicutes","Bacilli",8.56641,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_atrophaeus_Firmicutes_Bacilli_Other",-9.25193547277781,3.55802187575017,"Bacillus_atrophaeus_Firmicutes_Bacilli_Other","B. atrophaeus","Other","Firmicutes","Bacilli",9.93577,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_bombysepticus_Firmicutes_Bacilli_Other",-10.5699413858138,3.00323528273138,"Bacillus_bombysepticus_Firmicutes_Bacilli_Other","B. bombysepticus","Other","Firmicutes","Bacilli",8.58048,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_cellulosilyticus_Firmicutes_Bacilli_Other",-9.45292105280538,3.46518700040389,"Bacillus_cellulosilyticus_Firmicutes_Bacilli_Other","B. cellulosilyticus","Other","Firmicutes","Bacilli",12.77217,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_cereus_Firmicutes_Bacilli_Other",-10.5727601287299,3.00216359184508,"Bacillus_cereus_Firmicutes_Bacilli_Other","B. cereus","Other","Firmicutes","Bacilli",8.62483,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_clausii_Firmicutes_Bacilli_Other",-9.46502018043004,3.45882200126565,"Bacillus_clausii_Firmicutes_Bacilli_Other","B. clausii","Other","Firmicutes","Bacilli",13.0289,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_coagulans_Firmicutes_Bacilli_Other",-10.5248058039971,3.00032384377491,"Bacillus_coagulans_Firmicutes_Bacilli_Other","B. coagulans","Other","Firmicutes","Bacilli",7.80938,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_cytotoxicus_Firmicutes_Bacilli_Other",-10.5825587832061,3.00419103628488,"Bacillus_cytotoxicus_Firmicutes_Bacilli_Other","B. cytotoxicus","Other","Firmicutes","Bacilli",8.51473,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_halodurans_Firmicutes_Bacilli_Other",-10.7458486921184,2.94011199510759,"Bacillus_halodurans_Firmicutes_Bacilli_Other","B. halodurans","Other","Firmicutes","Bacilli",10.50545,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_infantis_Firmicutes_Bacilli_Other",-9.16679214962891,3.53631592271026,"Bacillus_infantis_Firmicutes_Bacilli_Other","B. infantis","Other","Firmicutes","Bacilli",10.34449,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_lehensis_Firmicutes_Bacilli_Other",-9.54436797021684,3.45546732532332,"Bacillus_lehensis_Firmicutes_Bacilli_Other","B. lehensis","Other","Firmicutes","Bacilli",13.43758,"Staphylococcus_aureus_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_licheniformis_Firmicutes_Bacilli_Other",-9.29312383076145,3.55499310375463,"Bacillus_licheniformis_Firmicutes_Bacilli_Other","B. licheniformis","Other","Firmicutes","Bacilli",10.08352,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_megaterium_Firmicutes_Bacilli_Other",-9.2258811282871,3.53351912712058,"Bacillus_megaterium_Firmicutes_Bacilli_Other","B. megaterium","Other","Firmicutes","Bacilli",10.8914,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_methanolicus_Firmicutes_Bacilli_Other",-8.87296291992273,3.52861518285549,"Bacillus_methanolicus_Firmicutes_Bacilli_Other","B. methanolicus","Other","Firmicutes","Bacilli",9.5174,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_methylotrophicus_Firmicutes_Bacilli_Other",-9.27033588073761,3.55764614913973,"Bacillus_methylotrophicus_Firmicutes_Bacilli_Other","B. methylotrophicus","Other","Firmicutes","Bacilli",9.70027,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_mycoides_Firmicutes_Bacilli_Other",-10.5847679142539,3.00138438244097,"Bacillus_mycoides_Firmicutes_Bacilli_Other","B. mycoides","Other","Firmicutes","Bacilli",8.66491,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_pseudofirmus_Firmicutes_Bacilli_Other",-8.45380712433614,3.17121019313646,"Bacillus_pseudofirmus_Firmicutes_Bacilli_Other","B. pseudofirmus","Other","Firmicutes","Bacilli",13.91862,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_pumilus_Firmicutes_Bacilli_Other",-10.8397873683298,3.00384487117231,"Bacillus_pumilus_Firmicutes_Bacilli_Other","B. pumilus","Other","Firmicutes","Bacilli",8.76234,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_selenitireducens_Firmicutes_Bacilli_Other",-9.71388978633837,3.46460858334996,"Bacillus_selenitireducens_Firmicutes_Bacilli_Other","B. selenitireducens","Other","Firmicutes","Bacilli",13.63222,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_sp._Firmicutes_Bacilli_Other",-9.55251492128464,2.73026820912671,"Bacillus_sp._Firmicutes_Bacilli_Other","B. sp.","Other","Firmicutes","Bacilli",8.63902,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_subtilis_Firmicutes_Bacilli_Structural",-10.0306265526075,2.15130172930449,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","B. subtilis","Structural","Firmicutes","Bacilli",0,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_thuringiensis_Firmicutes_Bacilli_Other",-10.5589267583979,3.0039471274342,"Bacillus_thuringiensis_Firmicutes_Bacilli_Other","B. thuringiensis","Other","Firmicutes","Bacilli",8.54373,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_toyonensis_Firmicutes_Bacilli_Other",-10.6098937147084,3.00064771622964,"Bacillus_toyonensis_Firmicutes_Bacilli_Other","B. toyonensis","Other","Firmicutes","Bacilli",8.71381,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacillus_weihenstephanensis_Firmicutes_Bacilli_Other",-10.6519059923109,2.99792572108659,"Bacillus_weihenstephanensis_Firmicutes_Bacilli_Other","B. weihenstephanensis","Other","Firmicutes","Bacilli",8.85402,"Listeria_monocytogenes_Firmicutes_Bacilli_Structural","Firmicutes","Firmicutes (N=264)"
"Bacteriovorax_marinus_Proteobacteria_Oligoflexia_Other",-1.1310267407305,2.77545563125419,"Bacteriovorax_marinus_Proteobacteria_Oligoflexia_Other","B. marinus","Other","Proteobacteria","Oligoflexia",33.87799,"Bacillus_subtilis_Firmicutes_Bacilli_Structural","Deltaproteobacteria/Oligoflexia","Others"
"Bacteroidales_bacterium_Bacteroidetes_Bacteroidia_Other",-9.10229979666832,8.94049681407853,"Bacteroidales_bacterium_Bacteroidetes_Bacteroidia_Other","B. bacterium","Other","Bacteroidetes","Bacteroidia",20.66297,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_dorei_Bacteroidetes_Bacteroidia_Other",-9.38020993464513,9.12808694074458,"Bacteroides_dorei_Bacteroidetes_Bacteroidia_Other","B. dorei","Other","Bacteroidetes","Bacteroidia",22.76956,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_fragilis_Bacteroidetes_Bacteroidia_Pathogenic",-9.30287687819514,9.06992130090335,"Bacteroides_fragilis_Bacteroidetes_Bacteroidia_Pathogenic","B. fragilis","Pathogenic","Bacteroidetes","Bacteroidia",22.36525,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_helcogenes_Bacteroidetes_Bacteroidia_Other",-9.42468056235632,9.16212386719821,"Bacteroides_helcogenes_Bacteroidetes_Bacteroidia_Other","B. helcogenes","Other","Bacteroidetes","Bacteroidia",22.99934,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_salanitronis_Bacteroidetes_Bacteroidia_Other",-9.46514154879248,9.19180502221138,"Bacteroides_salanitronis_Bacteroidetes_Bacteroidia_Other","B. salanitronis","Other","Bacteroidetes","Bacteroidia",23.2143,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_thetaiotaomicron_Bacteroidetes_Bacteroidia_Other",-9.38134114974469,9.12953456628887,"Bacteroides_thetaiotaomicron_Bacteroidetes_Bacteroidia_Other","B. thetaiotaomicron","Other","Bacteroidetes","Bacteroidia",22.77271,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bacteroides_vulgatus_Bacteroidetes_Bacteroidia_Other",-9.3372010868432,9.09563529108578,"Bacteroides_vulgatus_Bacteroidetes_Bacteroidia_Other","B. vulgatus","Other","Bacteroidetes","Bacteroidia",22.54517,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Barnesiella_viscericola_Bacteroidetes_Bacteroidia_Other",-9.26794642287708,9.03154642203946,"Barnesiella_viscericola_Bacteroidetes_Bacteroidia_Other","B. viscericola","Other","Bacteroidetes","Bacteroidia",22.24045,"Flavobacterium_johnsoniae_Bacteroidetes_Flavobacteriia_Structural","Bacteroidetes","Bacteroidetes (N=85)"
"Bartonella_australis_Proteobacteria_Alphaproteobacteria_Other",9.56899752527831,22.2256708269486,"Bartonella_australis_Proteobacteria_Alphaproteobacteria_Other","B. australis","Other","Proteobacteria","Alphaproteobacteria",39.22624,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
"Bartonella_bacilliformis_Proteobacteria_Alphaproteobacteria_Other",9.73179485944907,22.5467980275466,"Bartonella_bacilliformis_Proteobacteria_Alphaproteobacteria_Other","B. bacilliformis","Other","Proteobacteria","Alphaproteobacteria",39.7824,"Acinetobacter_baumannii_Proteobacteria_Gammaproteobacteria_Structural","Alphaproteobacteria","Alphaproteobacteria (N=193)"
